mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__alpha,param_clf__hidden_layer_sizes,param_clf__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
7.953810167312622,2.0885466993558093,0.009080123901367188,0.00039526140275942113,0.0001,"(64,)",0.001,"{'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (64,), 'clf__learning_rate_init': 0.001}",0.9010510666851774,0.9053577213198205,0.9037351335091861,0.8922526493590633,0.893814498588551,0.8992422138923597,0.005275828124360948,4
7.594801998138427,1.469826170829564,0.010328722000122071,0.005788013840827767,0.0001,"(128,)",0.001,"{'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (128,), 'clf__learning_rate_init': 0.001}",0.8992260169373871,0.9065464621222639,0.9055862140774678,0.8917233560090703,0.8957176407978158,0.899759937988801,0.005678279511643758,2
9.294671392440796,1.4903108368584281,0.010524272918701172,0.0009129200132342071,0.0001,"(64, 32)",0.001,"{'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (64, 32), 'clf__learning_rate_init': 0.001}",0.8966229348882411,0.901748114211671,0.8922757878661669,0.8843508491832107,0.8933430515063168,0.8936681475311212,0.005707416775573712,6
6.7036701202392575,1.768665282246338,0.012690401077270508,0.0043768673257423025,0.001,"(64,)",0.001,"{'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (64,), 'clf__learning_rate_init': 0.001}",0.9012448516821694,0.9052507057244666,0.903923133879402,0.8922960340598824,0.8940314220926465,0.8993492294877135,0.005241527408982794,3
7.3454900741577145,1.414640922082282,0.011039447784423829,0.0019298136029476415,0.001,"(128,)",0.001,"{'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (128,), 'clf__learning_rate_init': 0.001}",0.8991334629089731,0.9066650469711693,0.9057857837012356,0.8917696330232774,0.8957436716183073,0.8998195196445925,0.00573308707009395,1
8.089023733139038,2.0585824850587064,0.015992116928100587,0.010953495692709203,0.001,"(64, 32)",0.001,"{'clf__alpha': 0.001, 'clf__hidden_layer_sizes': (64, 32), 'clf__learning_rate_init': 0.001}",0.8971695821185617,0.9006027581100466,0.9001342033412004,0.8805561340182331,0.8920704336156231,0.8941066222407329,0.007425295058832609,5
