detector,n_features,train_time_s,inference_time_us_per_sample,model_size_kb
ENERGY,1,0.0,11.708492073772485,0.0
LOGREG,21,3.06794469995657,1.9087830666827146,2.6064453125
DTREE,21,0.10463650000747293,2.7817195846832226,3.9560546875
KNN,21,0.009568599984049797,236.80272485651867,1012.982421875
SVM,21,6.27598149998812,300.4820105926474,430.0283203125
RF,21,0.9810086999787018,35.246984143716794,2538.064453125
MLP,21,4.4026160999783315,2.797566127603647,58.9228515625
